,pk,popularity,title,vote_count,vote_average,genres,director,genres_literal,weighted_vote
550,337404,397.799,크루엘라,,8.2,"['Comedy', 'Crime', 'Adventure']",Glenn Close,Comedy Crime Adventure,
551,843906,169.034,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,,8.2,"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']",Joseph Barbera,Animation Comedy Mystery Family Fantasy,
552,550776,19.848,나를 믿어줘: 리사 맥베이 납치 사건,,8.2,"['Drama', 'TV Movie']",Jim Donovan,Drama TV Movie,
553,996,10.126,이중 배상,,8.2,"['Crime', 'Drama', 'Mystery', 'Thriller']",Billy Wilder,Crime Drama Mystery Thriller,
554,500,27.636,저수지의 개들,,8.2,"['Crime', 'Thriller']",Quentin Tarantino,Crime Thriller,
555,638507,53.936,드래곤 길들이기: 홈커밍,,8.1,"['Animation', 'Fantasy', 'Adventure', 'Action', 'Family']",Tim Johnson,Animation Fantasy Adventure Action Family,
556,68718,63.507,장고: 분노의 추적자,,8.1,"['Drama', 'Western']",Robert Rodriguez,Drama Western,
557,400608,8.481,보 번햄: 해피 바이러스,,8.1,['Comedy'],Bo Burnham,Comedy,
558,239,19.467,뜨거운 것이 좋아,,8.1,"['Comedy', 'Music', 'Romance', 'Crime']",Billy Wilder,Comedy Music Romance Crime,
559,785534,23.684,구겨진 인생들,,8.1,['Drama'],Pelin Ekinci Kaya,Drama,
560,614,9.184,산딸기,,8.1,['Drama'],Katinka Faragó,Drama,
561,600,30.26,풀 메탈 자켓,,8.1,"['Drama', 'War']",Stanley Kubrick,Drama War,
562,489,41.291,굿 윌 헌팅,,8.1,['Drama'],Lawrence Bender,Drama,
563,654299,21.373,Como caído del cielo,,8.1,"['Comedy', 'Drama', 'Music']",Pepe Bojórquez,Comedy Drama Music,
564,935,29.391,닥터 스트레인지러브,,8.1,"['Drama', 'Comedy', 'War']",Gilbert Taylor,Drama Comedy War,
565,411088,32.898,인비저블 게스트,,8.1,"['Drama', 'Mystery', 'Thriller']",Albert Manera,Drama Mystery Thriller,
566,24382,8.014,마돈나 거리에서 한탕,,8.1,"['Comedy', 'Crime']",Franco Cristaldi,Comedy Crime,
567,831827,202.85,나무 저 너머엔,,8.1,"['Animation', 'Family']",Jennifer Lee,Animation Family,
568,9764,9.993,데르수 우잘라,,8.1,"['Action', 'Adventure', 'Drama']",Akira Kurosawa,Action Adventure Drama,
569,348,45.495,에이리언,,8.1,"['Horror', 'Science Fiction']",Ridley Scott,Horror Science Fiction,
570,529531,5.794,해나 개즈비: 나의 이야기,,8.1,['Comedy'],Kevin Whyte,Comedy,
571,655,12.427,"파리, 텍사스",,8.1,['Drama'],Allison Anders,Drama,
572,5801,6.843,아푸 제1부 - 길의 노래,,8.1,['Drama'],Satyajit Ray,Drama,
573,149871,15.074,가구야공주 이야기,,8.1,"['Animation', 'Drama', 'Fantasy']",Isao Takahata,Animation Drama Fantasy,
574,12445,184.305,해리 포터와 죽음의 성물 2,,8.1,"['Fantasy', 'Adventure']",Alexandre Desplat,Fantasy Adventure,
575,92060,8.07,Michael Jackson's Thriller,,8.1,"['Horror', 'Music']",John Landis,Horror Music,
576,42229,6.132,특별한 날,,8.1,"['Drama', 'Romance']",Carlo Ponti,Drama Romance,
577,14696,7.536,우게츠 이야기,,8.1,"['Fantasy', 'Drama', 'Mystery']",Masaichi Nagata,Fantasy Drama Mystery,
578,37165,43.451,트루먼 쇼,,8.1,"['Comedy', 'Drama']",Nancy Haigh,Comedy Drama,
579,832,9.741,엠,,8.1,"['Drama', 'Action', 'Thriller', 'Crime']",Fritz Lang,Drama Action Thriller Crime,
580,55960,5.417,"Totò, Peppino e la... malafemmina",,8.1,"['Comedy', 'Romance']",Sandro Continenza,Comedy Romance,
581,7345,17.056,데어 윌 비 블러드,,8.1,['Drama'],Dylan Tichenor,Drama,
582,652722,11.98,En brazos de un asesino,,8.1,"['Romance', 'Thriller']",William Levy,Romance Thriller,
583,652722,11.98,En brazos de un asesino,,8.1,"['Romance', 'Thriller']",William Levy,Romance Thriller,
584,3780,6.38,붉은 수염,,8.1,['Drama'],Akira Kurosawa,Drama,
585,843,16.574,화양연화,,8.1,"['Drama', 'Romance']",Christopher Doyle,Drama Romance,
586,359940,22.757,쓰리 빌보드,,8.1,"['Crime', 'Drama']",Peter Kohn,Crime Drama,
587,103663,18.842,더 헌트,,8.1,['Drama'],Manon Rasmussen,Drama,
588,347688,19.63,Scooby-Doo! and Kiss: Rock and Roll Mystery,,8.1,"['Family', 'Animation', 'Comedy']",Tony Cervone,Family Animation Comedy,
589,334543,23.287,라이언,,8.1,['Drama'],Bob Weinstein,Drama,
590,38,36.174,이터널 선샤인,,8.1,"['Science Fiction', 'Drama', 'Romance']",Michel Gondry,Science Fiction Drama Romance,
591,449176,35.498,"러브, 사이먼",,8.1,"['Comedy', 'Drama', 'Romance']",Denise Chamian,Comedy Drama Romance,
592,406,14.884,증오,,8.1,['Drama'],Mathieu Kassovitz,Drama,
593,46738,15.421,그을린 사랑,,8.1,"['Drama', 'War', 'Mystery']",Louis Craig,Drama War Mystery,
594,11659,9.143,베스트 오브 유스,,8.1,"['Drama', 'History', 'Romance']",Roberto Missiroli,Drama History Romance,
595,115929,7.656,Achtste Groepers Huilen Niet,,8.1,"['Family', 'Romance', 'Drama']",Janusz Gosschalk,Family Romance Drama,
596,1396,9.887,거울,,8.1,"['Drama', 'History']",Andrei Tarkovsky,Drama History,
597,574074,6.549,Kitbull,,8.1,"['Animation', 'Family', 'Drama']",Pete Docter,Animation Family Drama,
598,147,10.52,400번의 구타,,8.1,['Drama'],François Truffaut,Drama,
599,634649,5399.104,스파이더맨: 노 웨이 홈,,8.1,"['Action', 'Adventure', 'Science Fiction']",Sanja Milković Hays,Action Adventure Science Fiction,
600,437068,12.121,택시운전사,,8.1,"['Action', 'Drama', 'History']",Kim Sang-bum,Action Drama History,
601,515001,33.132,조조 래빗,,8.1,"['Comedy', 'War', 'Drama']",Des Hamilton,Comedy War Drama,
602,4348,39.576,오만과 편견,,8.1,"['Drama', 'Romance']",Jina Jay,Drama Romance,
603,1955,16.918,엘리펀트 맨,,8.1,"['Drama', 'History']",John Morris,Drama History,
604,780,11.313,잔 다르크의 수난,,8.1,"['Drama', 'History']",Rudolph Maté,Drama History,
605,632322,17.604,올 마이 라이프,,8.1,"['Romance', 'Drama']",David Moritz,Romance Drama,
606,11645,13.036,란,,8.1,"['Action', 'Drama', 'History']",Akira Kurosawa,Action Drama History,
607,397567,60.489,신과함께-죄와 벌,,8.1,"['Drama', 'Fantasy', 'Action']",Bang Jun-seok,Drama Fantasy Action,
608,19542,7.404,분홍신,,8.1,"['Drama', 'Romance']",Anne V. Coates,Drama Romance,
609,62,31.862,2001 스페이스 오디세이,,8.1,"['Science Fiction', 'Mystery', 'Adventure']",Stanley Kubrick,Science Fiction Mystery Adventure,
610,387,16.407,특전 U보트,,8.1,"['Drama', 'History', 'War']",Monika Bauert,Drama History War,
611,8392,44.77,이웃집 토토로,,8.1,"['Fantasy', 'Animation', 'Family']",Tensai Okamura,Fantasy Animation Family,
612,522518,48.819,안녕 베일리,,8.1,"['Family', 'Adventure', 'Drama']",Eric Fraser,Family Adventure Drama,
613,438695,829.83,씽2게더,,8.1,"['Animation', 'Comedy', 'Family', 'Music']",Scarlett Johansson,Animation Comedy Family Music,
614,568160,131.123,날씨의 아이,,8.1,"['Animation', 'Drama', 'Fantasy', 'Romance']",Hiroshi Katou,Animation Drama Fantasy Romance,
615,20530,6.104,만춘,,8.1,['Drama'],Yasujirō Ozu,Drama,
616,522402,270.099,핀치,,8.1,"['Science Fiction', 'Drama', 'Adventure']",Robert Zemeckis,Science Fiction Drama Adventure,
617,280,52.537,터미네이터 2: 심판의 날,,8.1,"['Action', 'Thriller', 'Science Fiction']",Dody Dorn,Action Thriller Science Fiction,
618,482321,347.271,고장난 론,,8.1,"['Animation', 'Science Fiction', 'Family', 'Comedy']",Sim Evan-Jones,Animation Science Fiction Family Comedy,
619,19426,10.763,카비리아의 밤,,8.1,['Drama'],Nino Rota,Drama,
620,282848,30.817,닥터 후 - 닥터의 시간,,8.1,"['Drama', 'Science Fiction', 'TV Movie']",Claire Pritchard,Drama Science Fiction TV Movie,
621,8422,9.699,로코와 그의 형제들,,8.1,"['Crime', 'Drama']",Nino Rota,Crime Drama,
622,821,10.916,뉘른베르크의 재판,,8.1,"['Drama', 'History', 'War']",Stanley Kramer,Drama History War,
623,610461,13.314,"Veinteañera, Divorciada y Fantástica",,8.1,['Comedy'],Naomi Crespo,Comedy,
624,455661,6.017,인 어 하트비트,,8.1,"['Family', 'Animation', 'Romance', 'Comedy']",Michael Kahn,Family Animation Romance Comedy,
625,9702,100.754,암흑 속의 혈투,,8.1,"['Crime', 'Action', 'Drama', 'Thriller']",Richard Pagano,Crime Action Drama Thriller,
626,28422,9.263,러브 익스포져,,8.1,"['Action', 'Comedy', 'Drama', 'Romance']",Sion Sono,Action Comedy Drama Romance,
627,11423,17.092,살인의 추억,,8.1,"['Crime', 'Drama', 'Thriller']",Ryu Seong-hie,Crime Drama Thriller,
628,550205,134.531,위시 드래곤,,8.1,"['Animation', 'Family', 'Comedy', 'Fantasy']",Aron Warner,Animation Family Comedy Fantasy,
629,800,8.858,잊혀진 사람들,,8.1,"['Crime', 'Drama']",Luis Buñuel,Crime Drama,
630,339877,16.166,러빙 빈센트,,8.1,"['Animation', 'Drama', 'Mystery', 'History']",Sallie Jaye,Animation Drama Mystery History,
631,538362,7.614,나의 피부로,,8.1,['Drama'],Andrea Occhipinti,Drama,
632,10681,67.609,월-E,,8.1,"['Animation', 'Family', 'Science Fiction']",Andrew Stanton,Animation Family Science Fiction,
633,146233,35.96,프리즈너스,,8.1,"['Drama', 'Thriller', 'Crime']",Roger Deakins,Drama Thriller Crime,
634,264644,28.993,룸,,8.1,"['Drama', 'Thriller']",Tessa Ross,Drama Thriller,
635,120467,24.178,그랜드 부다페스트 호텔,,8.1,"['Comedy', 'Drama']",Anna Pinnock,Comedy Drama,
636,81481,11.933,도가니,,8.1,['Drama'],Bae Jeong-min,Drama,
637,7347,29.897,엘리트 스쿼드,,8.0,"['Drama', 'Action', 'Crime']",Bráulio Mantovani,Drama Action Crime,
638,582,12.722,타인의 삶,,8.0,"['Drama', 'Thriller']",Andreas Schreitmüller,Drama Thriller,
639,400928,39.467,어메이징 메리,,8.0,"['Family', 'Drama', 'Comedy']",Bill Pankow,Family Drama Comedy,
640,381284,46.31,히든 피겨스,,8.0,"['Drama', 'History']",Hans Zimmer,Drama History,
641,776305,30.393,용과 주근깨 공주,,8.0,"['Animation', 'Drama', 'Science Fiction', 'Music']",Nobutaka Ike,Animation Drama Science Fiction Music,
642,310569,8.474,세컨드 마더,,8.0,['Drama'],Miriam Biderman,Drama,
643,9277,13.802,스팅,,8.0,"['Comedy', 'Crime', 'Drama']",Henry Bumstead,Comedy Crime Drama,
644,961,11.444,제너럴,,8.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",Al Boasberg,Action Adventure Comedy Drama War,
645,307,10.368,무방비 도시,,8.0,"['Drama', 'History']",Roberto Rossellini,Drama History,
646,204,8.318,공포의 보수,,8.0,"['Drama', 'Thriller', 'Adventure']",Henri-Georges Clouzot,Drama Thriller Adventure,
647,595,12.746,앵무새 죽이기,,8.0,"['Crime', 'Drama']",Henry Bumstead,Crime Drama,
648,58007,7.631,Miseria e nobiltà,,8.0,['Comedy'],Roberto Cinquini,Comedy,
649,28978,7.168,서커스,,8.0,"['Comedy', 'Romance']",Charlie Chaplin,Comedy Romance,
650,776503,77.734,코다,,8.0,"['Drama', 'Music', 'Romance']",Deborah Aquila,Drama Music Romance,
651,554596,120.035,노 만체스 프리다 2,,8.0,['Comedy'],Martha Higareda,Comedy,
652,429210,4.215,빙고: 더 킹 오브 더 모닝스,,8.0,"['Comedy', 'Drama']",Daniel Rezende,Comedy Drama,
653,110416,8.505,바다의 노래: 벤과 셀키요정의 비밀,,8.0,"['Family', 'Animation', 'Fantasy']",Darren T. Holmes,Family Animation Fantasy,
654,26022,21.259,내 이름은 칸,,8.0,"['Drama', 'Romance']",Farah Khan,Drama Romance,
655,678580,70.18,El mesero,,8.0,['Comedy'],Raúl Martínez,Comedy,
656,21634,11.289,바비를 위한 기도,,8.0,"['Drama', 'History', 'TV Movie']",Victor Du Bois,Drama History TV Movie,
657,158445,11.358,7번방의 선물,,8.0,"['Drama', 'Comedy', 'Family']",Kim Woo-taek,Drama Comedy Family,
658,458220,40.804,파머,,8.0,['Drama'],Charles B. Wessler,Drama,
659,426618,11.148,웨어 핸즈 터치,,8.0,"['War', 'Drama', 'Romance']",Remi Adefarasin,War Drama Romance,
660,378108,42.257,이 세상의 한구석에,,8.0,"['Drama', 'Animation', 'Romance', 'War', 'History']",Yōji Takeshige,Drama Animation Romance War History,
661,315465,45.207,괴물의 아이,,8.0,"['Animation', 'Fantasy', 'Action', 'Adventure', 'Drama']",Yōji Takeshige,Animation Fantasy Action Adventure Drama,
662,11104,21.365,중경삼림,,8.0,"['Drama', 'Comedy', 'Romance']",Christopher Doyle,Drama Comedy Romance,
663,938,15.083,석양의 무법자,,8.0,['Western'],Ennio Morricone,Western,
664,20803,8.647,Иван Васильевич меняет профессию,,8.0,"['Comedy', 'Science Fiction']",Vladlen Bakhnov,Comedy Science Fiction,
665,3090,14.678,시에라 마드레의 황금,,8.0,"['Adventure', 'Drama', 'Western']",Jack L. Warner,Adventure Drama Western,
666,2517,7.126,아무도 모른다,,8.0,['Drama'],Toshihiro Isomi,Drama,
667,14,24.844,아메리칸 뷰티,,8.0,['Drama'],Thomas Newman,Drama,
668,20941,18.873,이노센트 보이스,,8.0,"['Drama', 'War']",Lawrence Bender,Drama War,
669,38360,7.821,학이 난다,,8.0,"['Drama', 'Romance', 'War']",Mikhail Kalatozov,Drama Romance War,
670,641,11.713,레퀴엠,,8.0,"['Crime', 'Drama']",Jay Rabinowitz,Crime Drama,
671,521,10.552,다이얼 M을 돌려라,,8.0,"['Crime', 'Thriller']",Alfred Hitchcock,Crime Thriller,
672,11778,16.721,디어 헌터,,8.0,"['Drama', 'War']",Michael Deeley,Drama War,
673,106646,167.273,더 울프 오브 월 스트리트,,8.0,"['Crime', 'Drama', 'Comedy']",Rodrigo Prieto,Crime Drama Comedy,
674,15,19.29,시민 케인,,8.0,"['Mystery', 'Drama']",Orson Welles,Mystery Drama,
675,15244,7.904,사형수 탈출하다,,8.0,"['Thriller', 'Drama', 'War', 'History']",Alain Poiré,Thriller Drama War History,
676,573164,152.61,Un rescate de huevitos,,8.0,"['Animation', 'Comedy']",Rodolfo Riva Palacio Alatriste,Animation Comedy,
677,45752,30.226,Scooby-Doo! Camp Scare,,8.0,"['Animation', 'Comedy', 'Family', 'Mystery']",Tony Cervone,Animation Comedy Family Mystery,
678,501929,31.427,미첼 가족과 기계 전쟁,,8.0,"['Animation', 'Adventure', 'Comedy']",Mark Mothersbaugh,Animation Adventure Comedy,
679,667520,69.082,울고 싶은 나는 고양이 가면을 쓴다,,8.0,"['Animation', 'Drama', 'Romance', 'Fantasy']",Yusuke Takeda,Animation Drama Romance Fantasy,
680,279,16.5,아마데우스,,8.0,"['History', 'Music', 'Drama']",Bonnie Timmermann,History Music Drama,
681,424694,77.692,보헤미안 랩소디,,8.0,"['Music', 'Drama', 'History']",Arnon Milchan,Music Drama History,
682,1091,43.898,괴물,,8.0,"['Horror', 'Mystery', 'Science Fiction']",Larry J. Franco,Horror Mystery Science Fiction,
683,673,207.156,해리 포터와 아즈카반의 죄수,,8.0,"['Adventure', 'Fantasy']",John Williams,Adventure Fantasy,
684,1059,8.991,숨겨진 요새의 세 악인,,8.0,"['Adventure', 'Drama', 'Action', 'Comedy']",Akira Kurosawa,Adventure Drama Action Comedy,
685,962,9.812,황금광 시대,,8.0,"['Adventure', 'Comedy', 'Drama']",Charles D. Hall,Adventure Comedy Drama,
686,406785,6.101,Inner Workings,,8.0,"['Animation', 'Family', 'Comedy']",John Lasseter,Animation Family Comedy,
687,205596,37.886,이미테이션 게임,,8.0,"['History', 'Drama', 'Thriller', 'War']",Maria Djurkovic,History Drama Thriller War,
688,654,10.275,워터프론트,,8.0,"['Crime', 'Drama']",Elia Kazan,Crime Drama,
689,237791,7.975,그의 시선,,8.0,"['Drama', 'Romance']",Daniel Ribeiro,Drama Romance,
690,41050,8.674,밤,,8.0,"['Drama', 'Romance']",Eraldo Da Roma,Drama Romance,
691,12104,13.069,핑크 플로이드의 벽,,8.0,"['Music', 'Drama']",Jim Morahan,Music Drama,
692,12761,8.182,가을 소나타,,8.0,['Drama'],Katinka Faragó,Drama,
693,524,19.549,카지노,,8.0,"['Crime', 'Drama']",Robert Richardson,Crime Drama,
694,488623,27.174,기억의 밤,,8.0,"['Thriller', 'Mystery', 'Drama', 'Horror', 'Crime']",Kim Min-jae,Thriller Mystery Drama Horror Crime,
695,801335,83.591,Girl in the Basement,,8.0,"['Crime', 'Thriller']",Fern Champion,Crime Thriller,
696,140420,7.814,페이퍼맨,,8.0,"['Animation', 'Family', 'Romance']",John Lasseter,Animation Family Romance,
697,25376,16.425,엘 시크레토: 비밀의 눈동자,,8.0,"['Crime', 'Drama', 'Mystery']",Walter Rippell,Crime Drama Mystery,
698,920394,55.321,아빠의 바이올린,,8.0,"['Drama', 'Music']",Funda Ödemiş,Drama Music,
699,28178,38.508,하치 이야기,,8.0,"['Drama', 'Family']",Richard Gere,Drama Family,
700,11658,9.729,태극기 휘날리며,,8.0,"['Action', 'Adventure', 'Drama', 'History', 'War']",Je-kyu Kang,Action Adventure Drama History War,
701,13223,16.756,그랜 토리노,,8.0,['Drama'],Clint Eastwood,Drama,
702,242828,32.367,추억의 마니,,8.0,"['Animation', 'Drama']",Toshio Suzuki,Animation Drama,
703,770,19.332,바람과 함께 사라지다,,8.0,"['Drama', 'War', 'Romance']",Ernest Haller,Drama War Romance,
704,360814,11.169,당갈,,8.0,"['Drama', 'Action']",Aamir Khan,Drama Action,
705,213,15.307,북북서로 진로를 돌려라,,8.0,"['Mystery', 'Thriller']",Bernard Herrmann,Mystery Thriller,
706,527774,222.462,라야와 마지막 드래곤,,8.0,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",James Newton Howard,Animation Family Fantasy Action Adventure,
707,7508,12.381,지상의 별처럼,,8.0,['Drama'],Aamir Khan,Drama,
708,3175,15.325,배리 린든,,8.0,"['Drama', 'Romance', 'War']",Stanley Kubrick,Drama Romance War,
709,359724,57.918,포드 V 페라리,,8.0,"['Drama', 'Action', 'History']",Ronna Kress,Drama Action History,
710,11712,10.158,츠바키 산쥬로,,8.0,"['Drama', 'Action', 'Comedy']",Akira Kurosawa,Drama Action Comedy,
711,458302,11.197,레미: 집 없는 아이,,8.0,"['Adventure', 'Family', 'Drama']",Philippe Rousselet,Adventure Family Drama,
712,1580,11.542,올가미,,8.0,"['Crime', 'Drama', 'Thriller']",Alfred Hitchcock,Crime Drama Thriller,
713,1578,15.83,분노의 주먹,,8.0,"['Drama', 'History']",Martin Scorsese,Drama History,
714,523781,9.453,비밀이 아닌 이야기,,8.0,"['Drama', 'Romance']",John Papsidera,Drama Romance,
715,29264,9.87,학살의 천사,,8.0,"['Comedy', 'Drama', 'Fantasy']",Luis Buñuel,Comedy Drama Fantasy,
716,20875,9.956,Операция «Ы» и другие приключения Шурика,,8.0,['Comedy'],Viktor Babushkin,Comedy,
717,1092,11.622,제3의 사나이,,8.0,"['Thriller', 'Mystery']",Alexander Korda,Thriller Mystery,
718,560066,15.357,Scooby-Doo! and the Curse of the 13th Ghost,,8.0,"['Comedy', 'Family', 'Animation', 'Adventure', 'Mystery']",Jay Bastian,Comedy Family Animation Adventure Mystery,
719,18438,11.938,김씨 표류기,,8.0,"['Drama', 'Comedy', 'Romance']",Lee Seung-chul,Drama Comedy Romance,
720,94047,7.474,마이웨이,,8.0,"['Drama', 'Action', 'History', 'War']",Takefumi Yoshikawa,Drama Action History War,
721,142061,25.027,배트맨: 다크 나이트 리턴즈 파트 2,,8.0,"['Science Fiction', 'Action', 'Animation', 'Mystery']",Frank Miller,Science Fiction Action Animation Mystery,
722,10238,8.669,외침과 속삭임,,8.0,['Drama'],Ingmar Bergman,Drama,
723,28971,5.906,라임라이트,,8.0,"['Drama', 'Music', 'Romance']",Karl Struss,Drama Music Romance,
724,594634,16.977,Dem Horizont so nah,,8.0,"['Drama', 'Romance']",Charles Ladmiral,Drama Romance,
725,556901,33.114,Teen Titans Go! vs. Teen Titans,,8.0,"['Action', 'Animation']",Marly Halpern-Graser,Action Animation,
726,530915,38.41,1917,,8.0,"['War', 'Drama', 'Action', 'Thriller']",Thomas Newman,War Drama Action Thriller,
727,455714,28.126,배드 지니어스,,8.0,"['Comedy', 'Drama', 'Crime', 'Thriller']",Traithep Wongpaiboon,Comedy Drama Crime Thriller,
728,20453,47.352,세 얼간이,,8.0,"['Drama', 'Comedy']",Boman Irani,Drama Comedy,
729,627,17.953,트레인스포팅,,8.0,"['Drama', 'Crime']",Brian Tufano,Drama Crime,
730,20271,6.846,이혼: 이탈리언 스타일,,8.0,['Comedy'],Franco Cristaldi,Comedy,
731,10515,33.361,천공의 성 라퓨타,,8.0,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family', 'Romance']",Hayao Miyazaki,Adventure Fantasy Animation Action Family Romance,
732,588228,235.728,내일의 전쟁,,8.0,"['Action', 'Science Fiction', 'Adventure']",David S. Goyer,Action Science Fiction Adventure,
733,38286,7.152,세 남자와 다리,,8.0,['Comedy'],Giovanni Fiore Coltellacci,Comedy,
734,947,23.318,아라비아의 로렌스,,8.0,"['War', 'History', 'Adventure', 'Drama']",Ray Lovejoy,War History Adventure Drama,
735,405,9.791,길,,8.0,['Drama'],Nino Rota,Drama,
736,15383,8.23,그림자 군단,,8.0,"['War', 'Drama', 'Thriller']",Françoise Bonnot,War Drama Thriller,
737,31411,6.045,카메라맨,,8.0,"['Comedy', 'Romance', 'Drama', 'Family']",Lawrence Weingarten,Comedy Romance Drama Family,
738,110,12.037,세 가지 색: 레드,,8.0,"['Drama', 'Mystery', 'Romance']",Krzysztof Kieślowski,Drama Mystery Romance,
739,24,35.34,킬 빌: 1부,,8.0,"['Action', 'Crime']",Robert Rodriguez,Action Crime,
740,779047,7.678,어스 어게인,,8.0,"['Animation', 'Romance', 'Drama']",Pinar Toprak,Animation Romance Drama,
741,505262,154.335,나의 히어로 아카데미아 더 무비: 두 명의 히어로,,8.0,"['Animation', 'Action', 'Adventure', 'Fantasy']",Masafumi Mima,Animation Action Adventure Fantasy,
742,70,20.082,밀리언 달러 베이비,,8.0,['Drama'],Clint Eastwood,Drama,
743,17295,9.419,알제리 전투,,8.0,"['Drama', 'War', 'History']",Franco Solinas,Drama War History,
744,10242,9.502,제인의 말로,,8.0,"['Drama', 'Horror', 'Thriller']",Jack Solomon,Drama Horror Thriller,
745,149,42.49,아키라,,8.0,"['Animation', 'Science Fiction', 'Action']",Katsuhiro Otomo,Animation Science Fiction Action,
746,414419,17.929,킬 빌: 더 홀 블러디 어페어,,8.0,"['Action', 'Crime', 'Thriller']",Robert Rodriguez,Action Crime Thriller,
747,775,9.969,달세계 여행,,8.0,"['Adventure', 'Fantasy', 'Science Fiction']",Jules Verne,Adventure Fantasy Science Fiction,
748,234,13.123,칼리가리 박사의 밀실,,8.0,"['Drama', 'Horror', 'Thriller', 'Crime']",Erich Pommer,Drama Horror Thriller Crime,
749,234,13.123,칼리가리 박사의 밀실,,8.0,"['Drama', 'Horror', 'Thriller', 'Crime']",Erich Pommer,Drama Horror Thriller Crime,
750,862,196.451,토이 스토리,,8.0,"['Animation', 'Adventure', 'Family', 'Comedy']",Andrew Stanton,Animation Adventure Family Comedy,
751,3777,9.013,거미집의 성,,8.0,"['Drama', 'History']",Akira Kurosawa,Drama History,
